"Id","ProductName","Cliente","Pais_Venta","Quantity","UnitPrice","Pais_de_Origen","Proveedor"
276,"Jack's New England Clam Chowder'","Roland Mendel","Austria",13,7.7,"USA","New England Seafood Cannery"
277,"Gula Malacca","Roland Mendel","Austria",77,15.5,"Singapore","Leka Trading"
278,"Louisiana Fiery Hot Pepper Sauce","Roland Mendel","Austria",10,16.8,"USA","New Orleans Cajun Delights"
279,"Guaraná Fantástica","Lino Rodriguez","Portugal",10,3.6,"Brazil","Refrescos Americanas LTDA"
280,"Tourtière","Lino Rodriguez","Portugal",20,5.9,"Canada","Ma Maison"
281,"Queso Cabrales","Georg Pipps","Austria",12,16.8,"Spain","Cooperativa de Quesos 'Las Cabras'''"
282,"Côte de Blaye","Georg Pipps","Austria",50,210.8,"France","Aux joyeux ecclésiastiques"
283,"Chai","Guillermo Fernández","Mexico",12,14.4,"UK","Exotic Liquids"
284,"Thüringer Rostbratwurst","Guillermo Fernández","Mexico",4,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
285,"Guaraná Fantástica","Thomas Hardy","UK",25,3.6,"Brazil","Refrescos Americanas LTDA"
286,"Ravioli Angelo","Thomas Hardy","UK",25,15.6,"Italy","Pasta Buttini s.r.l."
287,"Gorgonzola Telino","Rita Müller","Germany",30,10.0,"Italy","Formaggi Fortini s.r.l."
288,"Pâté chinois","Rita Müller","Germany",12,19.2,"Canada","Ma Maison"
289,"Gudbrandsdalsost","Rita Müller","Germany",20,28.8,"Norway","Norske Meierier"
290,"Ikura","Carlos González","Venezuela",30,24.8,"Japan","Tokyo Traders"
291,"Gumbär Gummibärchen","Carlos González","Venezuela",16,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
292,"Camembert Pierrot","Carlos González","Venezuela",8,27.2,"France","Gai pâturage"
293,"Guaraná Fantástica","Annette Roulet","France",10,3.6,"Brazil","Refrescos Americanas LTDA"
294,"Sasquatch Ale","Annette Roulet","France",10,11.2,"USA","Bigfoot Breweries"
295,"Inlagd Sill","Annette Roulet","France",20,15.2,"Sweden","Svensk Sjöföda AB"
296,"Pavlova","Hari Kumar","UK",56,13.9,"Australia","Pavlova, Ltd."
297,"Gorgonzola Telino","Hari Kumar","UK",70,10.0,"Italy","Formaggi Fortini s.r.l."
298,"Camembert Pierrot","Hari Kumar","UK",80,27.2,"France","Gai pâturage"
299,"Rössle Sauerkraut","Frédérique Citeaux","France",30,36.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
300,"Thüringer Rostbratwurst","Frédérique Citeaux","France",35,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
301,"Côte de Blaye","Frédérique Citeaux","France",10,210.8,"France","Aux joyeux ecclésiastiques"
302,"Maxilaku","Frédérique Citeaux","France",35,16.0,"Finland","Karkki Oy"
303,"Tourtière","Frédérique Citeaux","France",28,5.9,"Canada","Ma Maison"
304,"Chartreuse verte","Horst Kloss","Germany",54,14.4,"France","Aux joyeux ecclésiastiques"
305,"Camembert Pierrot","Horst Kloss","Germany",55,27.2,"France","Gai pâturage"
306,"NuNuCa Nuß-Nougat-Creme","Laurence Lebihan","France",50,11.2,"Germany","Heli Süßwaren GmbH & Co. KG"
307,"Manjimup Dried Apples","Laurence Lebihan","France",20,42.4,"Sydney","G'day"
308,"Tourtière","Laurence Lebihan","France",24,5.9,"Canada","Ma Maison"
309,"Gorgonzola Telino","Sven Ottlieb","Germany",20,10.0,"Italy","Formaggi Fortini s.r.l."
310,"Rhönbräu Klosterbier","Sven Ottlieb","Germany",12,6.2,"Germany","Plutzer Lebensmittelgroßmärkte AG"
311,"Lakkalikööri","Sven Ottlieb","Germany",12,14.4,"Finland","Karkki Oy"
312,"Gudbrandsdalsost","Ann Devon","UK",30,28.8,"Norway","Norske Meierier"
313,"Flotemysost","Ann Devon","UK",5,17.2,"Norway","Norske Meierier"
314,"Queso Cabrales","Antonio Moreno","Mexico",24,16.8,"Spain","Cooperativa de Quesos 'Las Cabras'''"
315,"Louisiana Fiery Hot Pepper Sauce","Eduardo Saavedra","Spain",5,16.8,"USA","New Orleans Cajun Delights"
316,"Original Frankfurter grüne Soße","Eduardo Saavedra","Spain",5,10.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
317,"Sasquatch Ale","Palle Ibsen","Denmark",36,11.2,"USA","Bigfoot Breweries"
318,"Tourtière","Palle Ibsen","Denmark",18,5.9,"Canada","Ma Maison"
319,"Louisiana Fiery Hot Pepper Sauce","Palle Ibsen","Denmark",15,16.8,"USA","New Orleans Cajun Delights"
320,"Original Frankfurter grüne Soße","Palle Ibsen","Denmark",7,10.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
321,"Sir Rodney's Scones'","Roland Mendel","Austria",5,8.0,"UK","Specialty Biscuits, Ltd."
322,"Rössle Sauerkraut","Roland Mendel","Austria",13,36.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
323,"Ravioli Angelo","Roland Mendel","Austria",25,15.6,"Italy","Pasta Buttini s.r.l."
324,"Wimmers gute Semmelknödel","Roland Mendel","Austria",35,26.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
325,"Thüringer Rostbratwurst","Art Braunschweiger","USA",20,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
326,"Gnocchi di nonna Alice","Art Braunschweiger","USA",18,30.4,"Italy","Pasta Buttini s.r.l."
327,"Chai","Yang Wang","Switzerland",15,14.4,"UK","Exotic Liquids"
328,"Wimmers gute Semmelknödel","Yang Wang","Switzerland",30,26.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
329,"Longlife Tofu","Yang Wang","Switzerland",20,8.0,"Japan","Tokyo Traders"
330,"Inlagd Sill","Annette Roulet","France",6,15.2,"Sweden","Svensk Sjöföda AB"
331,"Sir Rodney's Marmalade'","Lúcia Carvalho","Brazil",12,64.8,"UK","Specialty Biscuits, Ltd."
332,"Côte de Blaye","Lúcia Carvalho","Brazil",40,210.8,"France","Aux joyeux ecclésiastiques"
333,"Camembert Pierrot","Lúcia Carvalho","Brazil",70,27.2,"France","Gai pâturage"
334,"Mozzarella di Giovanni","Lúcia Carvalho","Brazil",42,27.8,"Italy","Formaggi Fortini s.r.l."
335,"Escargots de Bourgogne","Patricia McKenna","Ireland",80,10.6,"France","Escargots Nouveaux"
336,"Flotemysost","Patricia McKenna","Ireland",50,17.2,"Norway","Norske Meierier"
337,"Gorgonzola Telino","Zbyszek Piestrzeniewicz","Poland",30,10.0,"Italy","Formaggi Fortini s.r.l."
338,"Escargots de Bourgogne","Zbyszek Piestrzeniewicz","Poland",15,10.6,"France","Escargots Nouveaux"
339,"Tofu","Yoshi Latimer","USA",15,18.6,"Japan","Mayumi's'"
340,"Tourtière","Yoshi Latimer","USA",10,5.9,"Canada","Ma Maison"
341,"Gorgonzola Telino","Jean Fresnière","Canada",42,10.0,"Italy","Formaggi Fortini s.r.l."
342,"Rössle Sauerkraut","Hari Kumar","UK",20,36.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
343,"Chartreuse verte","Hari Kumar","UK",20,14.4,"France","Aux joyeux ecclésiastiques"
344,"Flotemysost","Maria Larsson","Sweden",6,17.2,"Norway","Norske Meierier"
345,"Jack's New England Clam Chowder'","Bernardo Batista","Brazil",8,7.7,"USA","New England Seafood Cannery"
346,"Vegie-spread","Bernardo Batista","Brazil",16,35.1,"Australia","Pavlova, Ltd."
347,"Louisiana Fiery Hot Pepper Sauce","Bernardo Batista","Brazil",20,16.8,"USA","New Orleans Cajun Delights"
348,"Nord-Ost Matjeshering","Patricia McKenna","Ireland",18,20.7,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
349,"Perth Pasties","Patricia McKenna","Ireland",20,26.2,"Sydney","G'day"
350,"Camembert Pierrot","Patricia McKenna","Ireland",6,27.2,"France","Gai pâturage"
351,"Outback Lager","Patricia McKenna","Ireland",30,12.0,"Australia","Pavlova, Ltd."
352,"Longlife Tofu","Carlos González","Venezuela",14,8.0,"Japan","Tokyo Traders"
353,"Chef Anton's Gumbo Mix'","Roland Mendel","Austria",32,17.0,"USA","New Orleans Cajun Delights"
354,"Carnarvon Tigers","Roland Mendel","Austria",9,50.0,"Australia","Pavlova, Ltd."
355,"Thüringer Rostbratwurst","Roland Mendel","Austria",14,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
356,"Geitost","Roland Mendel","Austria",60,2.0,"Norway","Norske Meierier"
357,"Longlife Tofu","Roland Mendel","Austria",50,8.0,"Japan","Tokyo Traders"
358,"Konbu","Thomas Hardy","UK",20,4.8,"Japan","Mayumi's'"
359,"Valkoinen suklaa","Thomas Hardy","UK",15,13.0,"Finland","Karkki Oy"
360,"Gnocchi di nonna Alice","Thomas Hardy","UK",20,30.4,"Italy","Pasta Buttini s.r.l."
361,"Sir Rodney's Marmalade'","Christina Berglund","Sweden",28,64.8,"UK","Specialty Biscuits, Ltd."
362,"Camembert Pierrot","Christina Berglund","Sweden",15,27.2,"France","Gai pâturage"
363,"Uncle Bob's Organic Dried Pears'","Art Braunschweiger","USA",10,24.0,"USA","Grandma Kelly's Homestead'"
364,"Camembert Pierrot","Art Braunschweiger","USA",20,27.2,"France","Gai pâturage"
365,"Scottish Longbreads","Art Braunschweiger","USA",8,10.0,"UK","Specialty Biscuits, Ltd."
366,"Guaraná Fantástica","Aria Cruz","Brazil",15,3.6,"Brazil","Refrescos Americanas LTDA"
367,"Sasquatch Ale","Aria Cruz","Brazil",10,11.2,"USA","Bigfoot Breweries"
368,"Guaraná Fantástica","Jonas Bergulfsen","Norway",15,3.6,"Brazil","Refrescos Americanas LTDA"
369,"Rössle Sauerkraut","Jonas Bergulfsen","Norway",6,36.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
370,"Raclette Courdavault","Jonas Bergulfsen","Norway",12,44.0,"France","Gai pâturage"
371,"Flotemysost","Jonas Bergulfsen","Norway",15,17.2,"Norway","Norske Meierier"
372,"Rogede sild","Hari Kumar","UK",15,7.6,"Denmark","Lyngbysild"
373,"Filo Mix","Hari Kumar","UK",20,5.6,"Sydney","G'day"
374,"Perth Pasties","Hari Kumar","UK",40,26.2,"Sydney","G'day"
375,"Ikura","Elizabeth Lincoln","Canada",16,24.8,"Japan","Tokyo Traders"
376,"Pâté chinois","Elizabeth Lincoln","Canada",15,19.2,"Canada","Ma Maison"
377,"Tarte au sucre","Elizabeth Lincoln","Canada",20,39.4,"Canada","Forêts d'érables'"
378,"Outback Lager","Elizabeth Lincoln","Canada",30,12.0,"Australia","Pavlova, Ltd."
379,"Gorgonzola Telino","Roland Mendel","Austria",60,10.0,"Italy","Formaggi Fortini s.r.l."
380,"Steeleye Stout","Roland Mendel","Austria",40,14.4,"USA","Bigfoot Breweries"
381,"Spegesild","Roland Mendel","Austria",45,9.6,"Denmark","Lyngbysild"
382,"Mozzarella di Giovanni","Roland Mendel","Austria",24,27.8,"Italy","Formaggi Fortini s.r.l."
383,"Konbu","Sven Ottlieb","Germany",18,4.8,"Japan","Mayumi's'"
384,"Gudbrandsdalsost","Georg Pipps","Austria",50,28.8,"Norway","Norske Meierier"
385,"Chang","Jose Pavarotti","USA",25,15.2,"UK","Exotic Liquids"
386,"Tofu","Jose Pavarotti","USA",42,18.6,"Japan","Mayumi's'"
387,"NuNuCa Nuß-Nougat-Creme","Jose Pavarotti","USA",7,11.2,"Germany","Heli Süßwaren GmbH & Co. KG"
388,"Gumbär Gummibärchen","Jose Pavarotti","USA",70,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
389,"Gorgonzola Telino","Jose Pavarotti","USA",32,10.0,"Italy","Formaggi Fortini s.r.l."
390,"Konbu","Yoshi Latimer","USA",10,4.8,"Japan","Mayumi's'"
391,"Tarte au sucre","Yoshi Latimer","USA",10,39.4,"Canada","Forêts d'érables'"
392,"Spegesild","Carlos Hernández","Venezuela",28,9.6,"Denmark","Lyngbysild"
393,"Perth Pasties","Carlos Hernández","Venezuela",70,26.2,"Sydney","G'day"
394,"Gudbrandsdalsost","Carlos Hernández","Venezuela",8,28.8,"Norway","Norske Meierier"
395,"Tunnbröd","Peter Franken","Germany",40,7.2,"Sweden","PB Knäckebröd AB"
396,"Flotemysost","Peter Franken","Germany",60,17.2,"Norway","Norske Meierier"
397,"Mozzarella di Giovanni","Peter Franken","Germany",21,27.8,"Italy","Formaggi Fortini s.r.l."
398,"Sir Rodney's Scones'","Isabel de Castro","Portugal",10,8.0,"UK","Specialty Biscuits, Ltd."
399,"Manjimup Dried Apples","Isabel de Castro","Portugal",18,42.4,"Sydney","G'day"
400,"Steeleye Stout","Jose Pavarotti","USA",30,14.4,"USA","Bigfoot Breweries"
401,"Pâté chinois","Jose Pavarotti","USA",120,19.2,"Canada","Ma Maison"
402,"Scottish Longbreads","Palle Ibsen","Denmark",60,10.0,"UK","Specialty Biscuits, Ltd."
403,"Flotemysost","Palle Ibsen","Denmark",30,17.2,"Norway","Norske Meierier"
404,"Lakkalikööri","Palle Ibsen","Denmark",35,14.4,"Finland","Karkki Oy"
405,"Original Frankfurter grüne Soße","Palle Ibsen","Denmark",14,10.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
406,"Thüringer Rostbratwurst","Ann Devon","UK",21,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
407,"Steeleye Stout","Ann Devon","UK",35,14.4,"USA","Bigfoot Breweries"
408,"Maxilaku","Ann Devon","UK",30,16.0,"Finland","Karkki Oy"
409,"Nord-Ost Matjeshering","Paula Wilson","USA",18,20.7,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
410,"Gnocchi di nonna Alice","Paula Wilson","USA",70,30.4,"Italy","Pasta Buttini s.r.l."
411,"Louisiana Fiery Hot Pepper Sauce","Paula Wilson","USA",20,16.8,"USA","New Orleans Cajun Delights"
412,"Flotemysost","Paula Wilson","USA",60,17.2,"Norway","Norske Meierier"
413,"Tunnbröd","Roland Mendel","Austria",60,7.2,"Sweden","PB Knäckebröd AB"
414,"Vegie-spread","Roland Mendel","Austria",65,35.1,"Australia","Pavlova, Ltd."
415,"Pavlova","Roland Mendel","Austria",21,13.9,"Australia","Pavlova, Ltd."
416,"Chocolade","Roland Mendel","Austria",70,10.2,"Netherlands","Zaanse Snoepfabriek"
417,"Gumbär Gummibärchen","Giovanni Rovelli","Italy",30,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
418,"Singaporean Hokkien Fried Mee","Giovanni Rovelli","Italy",40,11.2,"Singapore","Leka Trading"
419,"Maxilaku","Giovanni Rovelli","Italy",30,16.0,"Finland","Karkki Oy"
420,"Aniseed Syrup","Felipe Izquierdo","Venezuela",50,8.0,"UK","Exotic Liquids"
421,"Chai","Lúcia Carvalho","Brazil",10,14.4,"UK","Exotic Liquids"
422,"Sir Rodney's Scones'","Lúcia Carvalho","Brazil",30,8.0,"UK","Specialty Biscuits, Ltd."
423,"Rössle Sauerkraut","Lúcia Carvalho","Brazil",42,36.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
424,"Inlagd Sill","Lúcia Carvalho","Brazil",5,15.2,"Sweden","Svensk Sjöföda AB"
425,"Boston Crab Meat","Lúcia Carvalho","Brazil",2,14.7,"USA","New England Seafood Cannery"
426,"Queso Cabrales","Henriette Pfalzheim","Germany",30,16.8,"Spain","Cooperativa de Quesos 'Las Cabras'''"
427,"Gudbrandsdalsost","Henriette Pfalzheim","Germany",15,28.8,"Norway","Norske Meierier"
428,"Flotemysost","Henriette Pfalzheim","Germany",15,17.2,"Norway","Norske Meierier"
429,"Gravad lax","Martine Rancé","France",10,20.8,"Sweden","Svensk Sjöföda AB"
430,"Tourtière","Martine Rancé","France",6,5.9,"Canada","Ma Maison"
431,"Tarte au sucre","Martine Rancé","France",35,39.4,"Canada","Forêts d'érables'"
432,"Tofu","Yvonne Moncada","Argentina",12,18.6,"Japan","Mayumi's'"
433,"Sir Rodney's Scones'","Yvonne Moncada","Argentina",12,8.0,"UK","Specialty Biscuits, Ltd."
434,"Geitost","Elizabeth Lincoln","Canada",49,2.0,"Norway","Norske Meierier"
435,"Raclette Courdavault","Elizabeth Lincoln","Canada",16,44.0,"France","Gai pâturage"
436,"Jack's New England Clam Chowder'","Elizabeth Lincoln","Canada",25,7.7,"USA","New England Seafood Cannery"
437,"Gula Malacca","Elizabeth Lincoln","Canada",40,15.5,"Singapore","Leka Trading"
438,"Raclette Courdavault","Elizabeth Lincoln","Canada",9,44.0,"France","Gai pâturage"
439,"Tofu","Pirkko Koskitalo","Finland",20,18.6,"Japan","Mayumi's'"
440,"Chai","Annette Roulet","France",24,14.4,"UK","Exotic Liquids"
441,"Tarte au sucre","Annette Roulet","France",40,39.4,"Canada","Forêts d'érables'"
442,"Lakkalikööri","Annette Roulet","France",14,14.4,"Finland","Karkki Oy"
443,"Teatime Chocolate Biscuits","Aria Cruz","Brazil",18,7.3,"UK","Specialty Biscuits, Ltd."
444,"Geitost","Aria Cruz","Brazil",50,2.0,"Norway","Norske Meierier"
445,"Alice Mutton","Yoshi Latimer","USA",2,31.2,"Australia","Pavlova, Ltd."
446,"Geitost","Yoshi Latimer","USA",20,2.0,"Norway","Norske Meierier"
447,"Teatime Chocolate Biscuits","Pirkko Koskitalo","Finland",20,7.3,"UK","Specialty Biscuits, Ltd."
448,"Perth Pasties","Pirkko Koskitalo","Finland",10,26.2,"Sydney","G'day"
449,"Ravioli Angelo","Pirkko Koskitalo","Finland",20,15.6,"Italy","Pasta Buttini s.r.l."
450,"Côte de Blaye","Jytte Petersen","Denmark",50,210.8,"France","Aux joyeux ecclésiastiques"
451,"Spegesild","Jytte Petersen","Denmark",2,9.6,"Denmark","Lyngbysild"
452,"Scottish Longbreads","Jytte Petersen","Denmark",36,10.0,"UK","Specialty Biscuits, Ltd."
453,"Original Frankfurter grüne Soße","Jytte Petersen","Denmark",35,10.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
454,"Chang","Horst Kloss","Germany",60,15.2,"UK","Exotic Liquids"
455,"Zaanse koeken","Horst Kloss","Germany",55,7.6,"Netherlands","Zaanse Snoepfabriek"
456,"Sirop d'érable'","Horst Kloss","Germany",16,22.8,"Canada","Forêts d'érables'"
457,"Longlife Tofu","Horst Kloss","Germany",15,8.0,"Japan","Tokyo Traders"
458,"Camembert Pierrot","Michael Holz","Switzerland",60,27.2,"France","Gai pâturage"
459,"Gudbrandsdalsost","Michael Holz","Switzerland",20,28.8,"Norway","Norske Meierier"
460,"Mishi Kobe Niku","Paula Parente","Brazil",20,77.6,"Japan","Tokyo Traders"
461,"Konbu","Paula Parente","Brazil",2,4.8,"Japan","Mayumi's'"
462,"Outback Lager","Paula Parente","Brazil",8,12.0,"Australia","Pavlova, Ltd."
463,"Röd Kaviar","Paula Parente","Brazil",20,12.0,"Sweden","Svensk Sjöföda AB"
464,"Teatime Chocolate Biscuits","Bernardo Batista","Brazil",4,7.3,"UK","Specialty Biscuits, Ltd."
465,"Gumbär Gummibärchen","Bernardo Batista","Brazil",30,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
466,"Perth Pasties","Bernardo Batista","Brazil",15,26.2,"Sydney","G'day"
467,"Original Frankfurter grüne Soße","Bernardo Batista","Brazil",10,10.4,"Germany","Plutzer Lebensmittelgroßmärkte AG"
468,"Gumbär Gummibärchen","Paolo Accorti","Italy",2,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
469,"Gorgonzola Telino","André Fonseca","Brazil",14,10.0,"Italy","Formaggi Fortini s.r.l."
470,"Raclette Courdavault","André Fonseca","Brazil",20,44.0,"France","Gai pâturage"
471,"Steeleye Stout","Jean Fresnière","Canada",60,14.4,"USA","Bigfoot Breweries"
472,"Côte de Blaye","Jean Fresnière","Canada",49,210.8,"France","Aux joyeux ecclésiastiques"
473,"Scottish Longbreads","Jean Fresnière","Canada",30,10.0,"UK","Specialty Biscuits, Ltd."
474,"Pâté chinois","Annette Roulet","France",10,19.2,"Canada","Ma Maison"
475,"Lakkalikööri","Annette Roulet","France",20,14.4,"Finland","Karkki Oy"
476,"Gnocchi di nonna Alice","Eduardo Saavedra","Spain",5,30.4,"Italy","Pasta Buttini s.r.l."
477,"Wimmers gute Semmelknödel","Eduardo Saavedra","Spain",7,26.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
478,"Tofu","Georg Pipps","Austria",35,18.6,"Japan","Mayumi's'"
479,"Spegesild","Maurizio Moroni","Italy",20,9.6,"Denmark","Lyngbysild"
480,"Valkoinen suklaa","Patricia McKenna","Ireland",40,13.0,"Finland","Karkki Oy"
481,"Vegie-spread","Patricia McKenna","Ireland",35,35.1,"Australia","Pavlova, Ltd."
482,"Alice Mutton","Roland Mendel","Austria",45,31.2,"Australia","Pavlova, Ltd."
483,"Sir Rodney's Scones'","Roland Mendel","Austria",50,8.0,"UK","Specialty Biscuits, Ltd."
484,"Gnocchi di nonna Alice","Roland Mendel","Austria",30,30.4,"Italy","Pasta Buttini s.r.l."
485,"Raclette Courdavault","Roland Mendel","Austria",70,44.0,"France","Gai pâturage"
486,"Alice Mutton","Elizabeth Lincoln","Canada",50,31.2,"Australia","Pavlova, Ltd."
487,"Boston Crab Meat","Elizabeth Lincoln","Canada",50,14.7,"USA","New England Seafood Cannery"
488,"Zaanse koeken","Elizabeth Lincoln","Canada",30,7.6,"Netherlands","Zaanse Snoepfabriek"
489,"Gumbär Gummibärchen","Art Braunschweiger","USA",10,24.9,"Germany","Heli Süßwaren GmbH & Co. KG"
490,"Tourtière","Art Braunschweiger","USA",40,5.9,"Canada","Ma Maison"
491,"Gnocchi di nonna Alice","Isabel de Castro","Portugal",28,30.4,"Italy","Pasta Buttini s.r.l."
492,"Queso Cabrales","Maria Larsson","Sweden",6,16.8,"Spain","Cooperativa de Quesos 'Las Cabras'''"
493,"Lakkalikööri","Maria Larsson","Sweden",18,14.4,"Finland","Karkki Oy"
494,"Chang","Elizabeth Brown","UK",10,15.2,"UK","Exotic Liquids"
495,"Gustaf's Knäckebröd'","Elizabeth Brown","UK",12,16.8,"Sweden","PB Knäckebröd AB"
496,"Mozzarella di Giovanni","Elizabeth Brown","UK",10,27.8,"Italy","Formaggi Fortini s.r.l."
497,"Spegesild","Frédérique Citeaux","France",5,9.6,"Denmark","Lyngbysild"
498,"Gnocchi di nonna Alice","Frédérique Citeaux","France",40,30.4,"Italy","Pasta Buttini s.r.l."
499,"Wimmers gute Semmelknödel","Frédérique Citeaux","France",30,26.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
500,"Rhönbräu Klosterbier","Frédérique Citeaux","France",24,6.2,"Germany","Plutzer Lebensmittelgroßmärkte AG"
501,"Perth Pasties","Pirkko Koskitalo","Finland",15,26.2,"Sydney","G'day"
502,"Teatime Chocolate Biscuits","Karin Josephs","Germany",15,7.3,"UK","Specialty Biscuits, Ltd."
503,"Sasquatch Ale","Karin Josephs","Germany",20,11.2,"USA","Bigfoot Breweries"
504,"Ravioli Angelo","Karin Josephs","Germany",15,15.6,"Italy","Pasta Buttini s.r.l."
505,"Queso Manchego La Pastora","Jean Fresnière","Canada",15,30.4,"Spain","Cooperativa de Quesos 'Las Cabras'''"
506,"Pavlova","Jean Fresnière","Canada",16,13.9,"Australia","Pavlova, Ltd."
507,"Wimmers gute Semmelknödel","Jean Fresnière","Canada",6,26.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
508,"Longlife Tofu","Jean Fresnière","Canada",30,8.0,"Japan","Tokyo Traders"
509,"Chang","Jose Pavarotti","USA",45,15.2,"UK","Exotic Liquids"
510,"Pavlova","Jose Pavarotti","USA",49,13.9,"Australia","Pavlova, Ltd."
511,"Thüringer Rostbratwurst","Jose Pavarotti","USA",24,99.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
